,id,url,age,gender,name,description,status,status_changed_at,published_at,primary,secondary,mixed,address1,address2,city,state,zip,country,small_photo,medium_photo,large_photo
102,59309780,https://www.petfinder.com/cat/last-call-for-penguin-before-tuesday-59309780/fl/fort-myers-beach/find-a-home-give-a-home-pet-rescue-fl1111/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Last call for Penguin before Tuesday!!,This is a last call for a kitty cat who needs to go by Tuesday to a new foster or...,adopted,2023-01-08T18:24:35+0000,2022-12-31T17:28:37+0000,Domestic Short Hair,,False,,,Fort Myers Beach,FL,33932,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309780/3/?bust=1672508696&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309780/3/?bust=1672508696&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309780/3/?bust=1672508696&width=600
103,59309768,https://www.petfinder.com/cat/bessie-59309768/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,Bessie,"**All PGA fur-babies MUST be indoor cats outdoors only leashed or harnessed, no matter how old, size or gender!**

Come...",adopted,2023-01-03T23:35:50+0000,2022-12-31T17:25:39+0000,Domestic Short Hair,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309768/5/?bust=1672511805&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309768/5/?bust=1672511805&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309768/5/?bust=1672511805&width=600
104,59309761,https://www.petfinder.com/dog/ice-cream-sundae-59309761/tx/schertz/city-of-schertz-tx2322/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Young,Female,Ice Cream Sundae,,adopted,2022-12-31T22:57:23+0000,2022-12-31T17:24:32+0000,American Staffordshire Terrier,,True,800 Community Circle,,Schertz,TX,78154,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309761/1/?bust=1672507471&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309761/1/?bust=1672507471&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309761/1/?bust=1672507471&width=600
105,59309728,https://www.petfinder.com/cat/bartleby-59309728/pa/pottsville/hillside-s-dot-pc-dot-a-pa95/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Bartleby,Bartleby is one handsome man! He is such a funny character and absolutely loves to wrap around your foot and...,adopted,2023-01-03T00:02:35+0000,2022-12-31T17:22:05+0000,Domestic Long Hair,,False,P.O. Box 233,51 SPCA Road,Pottsville,PA,17901,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309728/1/?bust=1672507314&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309728/1/?bust=1672507314&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309728/1/?bust=1672507314&width=600
106,59309712,https://www.petfinder.com/cat/yoshi-yes-hes-awesome-59309712/tx/plano/furry-friends-animal-rescue-tx1847/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,YOSHI - YES HE'S AWESOME,"Estimated Date of Birth: 9/2/22

If this listing is active on Petfinder, this kitty is still available. If you are...",adopted,2023-01-01T22:10:03+0000,2022-12-31T17:20:27+0000,Domestic Short Hair,,False,MAILING ADDRESS: 2300 McDermott Rd.,Ste 200-258,Plano,TX,75025,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309712/5/?bust=1672507226&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309712/5/?bust=1672507226&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309712/5/?bust=1672507226&width=600
107,59309668,https://www.petfinder.com/dog/shiloh-59309668/fl/oakland-park/animal-aid-inc-fl179/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Shiloh,He is 4 years old and weighs appx 20 pounds. Our Adoption Center &amp;amp; Spay Clinic is open By appointment...,adopted,2023-01-02T19:52:01+0000,2022-12-31T17:17:23+0000,Schnauzer,Poodle,True,571 NE 44th Street,All of South Florida,Oakland Park,FL,33334,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309668/1/?bust=1673112447&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309668/1/?bust=1673112447&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309668/1/?bust=1673112447&width=600
108,59309632,https://www.petfinder.com/cat/kyle-cotton-eye-joe-09-dot-01-dot-22-59309632/fl/apopka/candys-cats-inc-fl546/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Kyle Cotton Eye Joe 09.01.22,You can fill out an adoption application online on our official website.Hi! My name is Kyle and I am the...,adopted,2022-12-31T17:15:18+0000,2022-12-31T17:15:16+0000,Domestic Short Hair,,False,,,Apopka,FL,32712,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309632/1/?bust=1673114853&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309632/1/?bust=1673114853&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309632/1/?bust=1673114853&width=600
109,59309195,https://www.petfinder.com/cat/nacho-59309195/ma/natick/stray-pets-in-need-of-ma-inc-spin-ma14/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Nacho,Nacho is an energetic boy who loves to explore and hang out with you. He does well with other cats...,adopted,2023-01-02T20:24:31+0000,2022-12-31T17:13:40+0000,Domestic Short Hair,,False,,,Natick,MA,01760,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309195/3/?bust=1672506819&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309195/3/?bust=1672506819&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309195/3/?bust=1672506819&width=600
110,59309611,https://www.petfinder.com/cat/swiper-im-available-to-visit-at-pet-supplies-plus-in-surf-city-59309611/nc/sneads-ferry/paws-4-purpose-nc1197/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Swiper-I’m available to visit at Pet Supplies Plus in Surf City!,"He is fixed, microchipped, age appropriate vaccines and 30 day flea. 

Adoption Fee:$110",adopted,2023-01-02T22:31:15+0000,2022-12-31T17:13:15+0000,Domestic Short Hair,,False,,,Sneads Ferry,NC,28460,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309611/1/?bust=1672506794&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309611/1/?bust=1672506794&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309611/1/?bust=1672506794&width=600
111,59309575,https://www.petfinder.com/cat/poppy-im-available-to-visit-at-pet-supplies-plus-in-surf-city-59309575/nc/sneads-ferry/paws-4-purpose-nc1197/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,Poppy-I’m available to visit at Pet Supplies Plus in Surf City!,"Poppy is fixed, microchipped, age appropriate vaccines and 30 day flea. 

Adoption Fee:$120",adopted,2023-01-02T22:31:10+0000,2022-12-31T17:12:04+0000,Dilute Tortoiseshell,,False,,,Sneads Ferry,NC,28460,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309575/1/?bust=1672506723&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309575/1/?bust=1672506723&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309575/1/?bust=1672506723&width=600
112,59309572,https://www.petfinder.com/dog/lily-59309572/in/martinsville/morgan-county-humane-society-in32/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,Lily,Lily is a sweet angel ready for her lifelong friend to snuggle and play endlessly with! Lily gives the best...,adopted,2023-01-10T20:42:40+0000,2022-12-31T17:11:35+0000,Australian Shepherd,Mixed Breed,True,690 W. Mitchell Avenue,,Martinsville,IN,46151,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309572/2/?bust=1672932194&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309572/2/?bust=1672932194&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309572/2/?bust=1672932194&width=600
113,59309569,https://www.petfinder.com/cat/oliver-59309569/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Oliver,"**All PGA fur-babies MUST be indoor cats outdoors only leashed or harnessed, no matter how old, size or gender!**

Come...",adopted,2023-01-10T22:00:09+0000,2022-12-31T17:11:22+0000,Domestic Short Hair,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309569/6/?bust=1672510002&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309569/6/?bust=1672510002&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309569/6/?bust=1672510002&width=600
114,59309565,https://www.petfinder.com/cat/kola-59309565/mi/jackson/cascades-humane-society-mi340/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Kola,"Hi, I’m Kola! I’m a one-year-old, male kitty with short, brown, gray, and black fur in a tabby pattern! I...",adopted,2023-01-05T20:32:21+0000,2022-12-31T17:10:25+0000,Domestic Short Hair,,False,1515 Carmen Drive,,Jackson,MI,49202,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309565/6/?bust=1672506624&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309565/6/?bust=1672506624&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309565/6/?bust=1672506624&width=600
115,59309563,https://www.petfinder.com/cat/benji-59309563/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Benji,"**All PGA fur-babies MUST be indoor cats outdoors only leashed or harnessed, no matter how old, size or gender!**

Come...",adopted,2023-01-09T19:22:08+0000,2022-12-31T17:10:00+0000,Domestic Short Hair,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309563/6/?bust=1672509697&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309563/6/?bust=1672509697&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309563/6/?bust=1672509697&width=600
116,59309552,https://www.petfinder.com/dog/bolt-59309552/az/phoenix/mcso-mash-unit-az742/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Bolt,"We&#039;d like to introduce you to one of cutest cuddlers we have, this is Bolt! He is a 4-5 year...",adopted,2022-12-31T19:38:51+0000,2022-12-31T17:08:16+0000,Chihuahua,,False,,,Phoenix,AZ,85003,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309552/1/?bust=1672506495&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309552/1/?bust=1672506495&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309552/1/?bust=1672506495&width=600
117,59309551,https://www.petfinder.com/cat/simba-59309551/on/keswick/georgina-animal-shelter-and-adoption-centre-on53/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Simba,"Simba is as lovely as the come. He is as equally affectionate as he is playful!

29322 arrived at the...",adopted,2022-12-31T17:07:52+0000,2022-12-31T17:07:50+0000,Domestic Short Hair,,False,,,Keswick,ON,L4P 3G1,CA,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309551/1/?bust=1673159871&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309551/1/?bust=1673159871&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309551/1/?bust=1673159871&width=600
118,59309548,https://www.petfinder.com/cat/killian-59309548/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Killian,"**All PGA fur-babies MUST be indoor cats outdoors only leashed or harnessed, no matter how old, size or gender!**

Come...",adopted,2023-01-09T19:22:14+0000,2022-12-31T17:07:37+0000,Domestic Short Hair,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309548/4/?bust=1672509611&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309548/4/?bust=1672509611&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309548/4/?bust=1672509611&width=600
119,59309547,https://www.petfinder.com/dog/pip-59309547/in/martinsville/morgan-county-humane-society-in32/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Pip,Pip is my name and being the bestest pup is my game!  Pip is ready for his forever family to...,adopted,2023-01-10T20:42:44+0000,2022-12-31T17:07:31+0000,Australian Shepherd,Mixed Breed,True,690 W. Mitchell Avenue,,Martinsville,IN,46151,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309547/1/?bust=1672506450&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309547/1/?bust=1672506450&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309547/1/?bust=1672506450&width=600
120,59309546,https://www.petfinder.com/cat/lucius-59309546/ny/briarcliff-manor/spca-westchester-ny282/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Senior,Male,Lucius,"Hi, I&#039;m Lucius! Here&#039;s a fun fact for you, my name means &quot;light&quot;. I&#039;m a very good boy with a...",adopted,2023-01-02T20:40:38+0000,2022-12-31T17:07:30+0000,Domestic Short Hair,,False,590 North State Road,,Briarcliff Manor,NY,10510,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309546/6/?bust=1672506449&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309546/6/?bust=1672506449&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309546/6/?bust=1672506449&width=600
121,59309544,https://www.petfinder.com/cat/lyra-59309544/ga/donalsonville/animal-rescue-alliance-inc-ga1064/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,Lyra,"Whether you say her name &amp;#34;Lee-ruh&amp;#34; or &amp;#34;Lie-ruh&amp;#34;, this girl is a constellation of sweet kitty love (fun fact: She&amp;#39;s...",adopted,2022-12-31T17:07:21+0000,2022-12-31T17:07:19+0000,Domestic Short Hair,Calico,True,,,Donalsonville,GA,39845,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309544/3/?bust=1673112481&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309544/3/?bust=1673112481&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309544/3/?bust=1673112481&width=600
122,59309472,https://www.petfinder.com/dog/bernard-59309472/ga/cumming/hero-dog-rescue-ga876/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Bernard,"Thank you for your interest in one of our Hero Babies!  Before inquiring, we thought it was important to share...",adopted,2023-01-10T18:33:39+0000,2022-12-31T17:01:44+0000,Labrador Retriever,,True,,,Cumming,GA,30040,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309472/3/?bust=1672506103&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309472/3/?bust=1672506103&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309472/3/?bust=1672506103&width=600
123,59309459,https://www.petfinder.com/dog/ace-59309459/fl/oakland-park/animal-aid-inc-fl179/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Ace,he is 6 years old and weighs appx. 15 pounds. Our Adoption Center &amp;amp; Spay Clinic is open By appointment...,adopted,2023-01-05T19:08:27+0000,2022-12-31T16:59:45+0000,Poodle,Shih Tzu,True,571 NE 44th Street,All of South Florida,Oakland Park,FL,33334,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309459/1/?bust=1673112448&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309459/1/?bust=1673112448&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309459/1/?bust=1673112448&width=600
124,59309457,https://www.petfinder.com/cat/221119-greyson-59309457/al/wetumpka/humane-society-of-elmore-county-al24/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,221119 Greyson,"Please read ALL below where you will find answers about the pet, our adoption fees and how to do our...",adopted,2022-12-31T16:59:39+0000,2022-12-31T16:59:37+0000,Domestic Medium Hair,,True,255 Central Plank Rd. (Hwy9),,Wetumpka,AL,36092,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309457/3/?bust=1673160716&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309457/3/?bust=1673160716&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309457/3/?bust=1673160716&width=600
125,59309429,https://www.petfinder.com/dog/ks-dj-aka-cooper-59309429/ny/baldwinsville/national-brittany-rescue-and-adoption-network-ny712/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,KS/DJ aka Cooper,,adopted,2022-12-31T16:57:18+0000,2022-12-31T16:57:16+0000,Brittany Spaniel,,False,,,Baldwinsville,NY,13027,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309429/3/?bust=1673162861&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309429/3/?bust=1673162861&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309429/3/?bust=1673162861&width=600
126,59309419,https://www.petfinder.com/dog/macy-59309419/oh/portsmouth/sierras-haven-for-new-and-used-pets-oh415/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Female,Macy,For more information on Macy please call Sierra&#039;s Haven at 1-740-353-5100. Come visit us any time to meet and get...,adopted,2022-12-31T16:56:11+0000,2022-12-31T16:55:25+0000,Chihuahua,,True,80 Easter Drive,,Portsmouth,OH,45662,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309419/2/?bust=1672505724&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309419/2/?bust=1672505724&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309419/2/?bust=1672505724&width=600
127,59309417,https://www.petfinder.com/cat/gem-shes-a-gem-of-a-kitten-59309417/tx/plano/furry-friends-animal-rescue-tx1847/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,GEM - SHE'S A GEM OF A KITTEN,"Estimated Date of Birth: 10/7/022

If this listing is active on Petfinder, this kitty is still available. If you are...",adopted,2023-01-01T22:10:08+0000,2022-12-31T16:55:12+0000,Russian Blue,Domestic Short Hair,True,MAILING ADDRESS: 2300 McDermott Rd.,Ste 200-258,Plano,TX,75025,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309417/5/?bust=1672505711&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309417/5/?bust=1672505711&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309417/5/?bust=1672505711&width=600
128,59309391,https://www.petfinder.com/dog/geraldo-59309391/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Geraldo,"**All PGA fur-babies MUST be indoor dogs outdoors only to go potty/play, no matter how old, size or gender!** 

Come...",adopted,2023-01-10T22:00:17+0000,2022-12-31T16:53:35+0000,Mastiff,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309391/4/?bust=1672509312&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309391/4/?bust=1672509312&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309391/4/?bust=1672509312&width=600
129,59309390,https://www.petfinder.com/cat/peeta-59309390/oh/cuyahoga-falls/tobys-critter-cove-rescue-oh1280/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Peeta,"Cash

Peeta is such a sweet but shy boy who I found in a ditch on the side of a...",adopted,2022-12-31T16:53:32+0000,2022-12-31T16:53:30+0000,Tabby,,False,,,Cuyahoga Falls,OH,44221,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309390/3/?bust=1673160508&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309390/3/?bust=1673160508&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309390/3/?bust=1673160508&width=600
130,59309389,https://www.petfinder.com/dog/bess-59309389/mo/lake-saint-louis/stray-paws-rescue-mo674/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Female,Bess,"You can fill out an adoption application online on our official website.

Meet Miss Bess!

Bess&amp;#39;s foster family are smitten...",adopted,2022-12-31T16:53:09+0000,2022-12-31T16:53:07+0000,Labrador Retriever,American Staffordshire Terrier,True,,,Lake Saint Louis,MO,63367,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309389/3/?bust=1673112299&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309389/3/?bust=1673112299&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309389/3/?bust=1673112299&width=600
131,59309376,https://www.petfinder.com/dog/buck-59309376/tx/el-paso/pet-guardian-angel-welfare-association-tx362/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Buck,"**All PGA fur-babies MUST be indoor dogs outdoors only to go potty/play, no matter how old, size or gender!** 

Come...",adopted,2023-01-09T19:21:24+0000,2022-12-31T16:52:13+0000,Mastiff,,True,14911 McCracken Drive,,El Paso,TX,79938,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309376/4/?bust=1672509232&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309376/4/?bust=1672509232&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309376/4/?bust=1672509232&width=600
132,59309372,https://www.petfinder.com/dog/olympus-59309372/ga/cumming/hero-dog-rescue-ga876/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Male,Olympus,"Thank you for your interest in one of our Hero Babies!  Before inquiring, we thought it was important to share...",adopted,2023-01-10T18:33:39+0000,2022-12-31T16:50:22+0000,Labrador Retriever,,True,,,Cumming,GA,30040,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309372/4/?bust=1672505421&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309372/4/?bust=1672505421&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309372/4/?bust=1672505421&width=600
133,59309369,https://www.petfinder.com/dog/darth-59309369/oh/mcconnelsville/saving-pets-one-at-a-time-spot-oh797/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Young,Male,Darth,You can fill out an adoption application online on our official website.owner will neuter,adopted,2022-12-31T16:49:19+0000,2022-12-31T16:49:17+0000,Pekingese,Pug,True,,,Mcconnelsville,OH,43756,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309369/1/?bust=1673159193&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309369/1/?bust=1673159193&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309369/1/?bust=1673159193&width=600
134,59309360,https://www.petfinder.com/dog/arctic-59309360/in/munster/humane-indiana-inc-in111/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,ARCTIC,"I&#039;m so dang cute and cuddly.
Playful and a delight to watch as I begin to explore the big world....",adopted,2022-12-31T19:01:01+0000,2022-12-31T16:48:50+0000,Mixed Breed,,False,421 45th Street,,Munster,IN,46321,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309360/1/?bust=1672505328&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309360/1/?bust=1672505328&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309360/1/?bust=1672505328&width=600
135,59309309,https://www.petfinder.com/cat/penny-the-cat-59309309/va/king-george/king-george-animal-rescue-league-va53/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Female,Penny The Cat,You can fill out an adoption application online on our official website.Penny is a sweet little girl. She has had...,adopted,2022-12-31T16:48:07+0000,2022-12-31T16:48:05+0000,Domestic Short Hair,,True,PO Box 1003,kgarl.org,King George,VA,22485,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309309/3/?bust=1672505887&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309309/3/?bust=1672505887&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309309/3/?bust=1672505887&width=600
136,59309222,https://www.petfinder.com/dog/perla-adopted-12-31-22-59309222/ca/apple-valley/beagles-and-buddies-ca223/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Young,Female,Perla-ADOPTED 12/31/22,Perla was a stray that looked like she had been injured in some way. She is healed up and now...,adopted,2023-01-04T07:05:32+0000,2022-12-31T16:42:09+0000,Staffordshire Bull Terrier,,True,23430 US Hwy #18,,Apple Valley,CA,92307,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309222/3/?bust=1673219478&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309222/3/?bust=1673219478&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309222/3/?bust=1673219478&width=600
137,59309212,https://www.petfinder.com/dog/moose-59309212/ia/council-bluffs/midlands-humane-society-ia236/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Adult,Male,Moose,"Moose is a 2-year-old neutered male American Bulldog mix; he arrived to MHS as a stray on December 22nd. 

Moose...",adopted,2023-01-10T23:53:05+0000,2022-12-31T16:40:00+0000,American Bulldog,,True,1020 Railroad Avenue,,Council Bluffs,IA,51503,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309212/2/?bust=1672504799&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309212/2/?bust=1672504799&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309212/2/?bust=1672504799&width=600
138,59309211,https://www.petfinder.com/dog/cora-59309211/ar/little-rock/rubys-rescue-and-refuge-ar390/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de,Baby,Female,Cora,Cora is a petite girl and should be about under 40 lbs when fully grown; She recently &quot;found her bark&quot;...,adopted,2023-01-09T15:09:51+0000,2022-12-31T16:39:48+0000,Coonhound,,True,,,Little Rock,AR,72206,US,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309211/2/?bust=1672504786&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309211/2/?bust=1672504786&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59309211/2/?bust=1672504786&width=600
