,id,type,name,age,gender,city,breed,city,zip,large_photo,state,species,status,url
1943,59305312,Cat,Chai - Declawed,Adult,Female,Oxford,Tabby,Oxford,38655,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305312/3/?bust=1673068718&width=600,MS,Cat,adoptable,https://www.petfinder.com/cat/chai-declawed-59305312/ms/oxford/9-lives-cat-rescue-ms91/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1944,59305311,Cat,Ty - Declawed,Adult,Male,Oxford,Tuxedo,Oxford,38655,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305311/3/?bust=1673068721&width=600,MS,Cat,adoptable,https://www.petfinder.com/cat/ty-declawed-59305311/ms/oxford/9-lives-cat-rescue-ms91/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1945,59305301,Dog,Aspen,Young,Female,Senatobia,Border Collie,Senatobia,38668,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305301/3/?bust=1672446774&width=600,MS,Dog,adoptable,https://www.petfinder.com/dog/aspen-59305301/ms/senatobia/senatobia-tate-co-animal-shelter-ms110/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1946,59305300,Dog,Trixie,Adult,Female,League City,Mixed Breed,League City,77573,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305300/2/?bust=1673389030&width=600,TX,Dog,adoptable,https://www.petfinder.com/dog/trixie-59305300/tx/league-city/league-city-animal-shelter-tx405/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1947,59305293,Dog,Barney,Adult,Male,Darlington,American Staffordshire Terrier,Darlington,29532,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305293/6/?bust=1673163349&width=600,SC,Dog,adoptable,https://www.petfinder.com/dog/barney-59305293/sc/darlington/darlington-county-humane-society-sc170/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1948,59305294,Dog,Dior,Adult,Female,Darlington,American Staffordshire Terrier,Darlington,29532,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305294/3/?bust=1673061690&width=600,SC,Dog,adoptable,https://www.petfinder.com/dog/dior-59305294/sc/darlington/darlington-county-humane-society-sc170/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1949,59305292,Cat,Maxxy,Young,Male,Fallon,Domestic Short Hair,Fallon,89406,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305292/2/?bust=1672446745&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/maxxy-59305292/nv/fallon/churchill-animal-protection-society-caps-nv04/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1950,59305287,Cat,Liebe,Adult,Female,Las Vegas,Domestic Short Hair,Las Vegas,89121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305287/1/?bust=1673056900&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/liebe-59305287/nv/las-vegas/homeward-bound-cat-adoptions-nv125/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1951,59305288,Cat,Lilee,Adult,Female,Las Vegas,Domestic Short Hair,Las Vegas,89121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305288/2/?bust=1673056900&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/lilee-59305288/nv/las-vegas/homeward-bound-cat-adoptions-nv125/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1952,59305289,Cat,Dashe,Adult,Male,Las Vegas,Domestic Short Hair,Las Vegas,89121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305289/2/?bust=1673213088&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/dashe-59305289/nv/las-vegas/homeward-bound-cat-adoptions-nv125/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1953,59305290,Cat,Dat Boi,Adult,Male,Las Vegas,Domestic Short Hair,Las Vegas,89121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305290/1/?bust=1673056896&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/dat-boi-59305290/nv/las-vegas/homeward-bound-cat-adoptions-nv125/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1954,59305291,Cat,Violet Sky,Adult,Female,Las Vegas,Domestic Short Hair,Las Vegas,89121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305291/1/?bust=1673056896&width=600,NV,Cat,adoptable,https://www.petfinder.com/cat/violet-sky-59305291/nv/las-vegas/homeward-bound-cat-adoptions-nv125/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1955,59305285,Dog,Rudy Roo,Senior,Male,Pacific Grove,Chihuahua,Pacific Grove,93950,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305285/4/?bust=1673304087&width=600,CA,Dog,adoptable,https://www.petfinder.com/dog/rudy-roo-59305285/ca/pacific-grove/peace-of-mind-dog-rescue-ca1623/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1956,59305283,Dog,Tootsie,Senior,Female,Pacific Grove,Poodle,Pacific Grove,93950,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305283/4/?bust=1673304087&width=600,CA,Dog,adoptable,https://www.petfinder.com/dog/tootsie-59305283/ca/pacific-grove/peace-of-mind-dog-rescue-ca1623/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1957,59305284,Dog,Henry David,Young,Male,Pacific Grove,Belgian Shepherd / Malinois,Pacific Grove,93950,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305284/5/?bust=1673109890&width=600,CA,Dog,adoptable,https://www.petfinder.com/dog/henry-david-59305284/ca/pacific-grove/peace-of-mind-dog-rescue-ca1623/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1958,59305267,Dog,Jenna,Adult,Female,Bristol,Pit Bull Terrier,Bristol,46507,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305267/3/?bust=1673051953&width=600,IN,Dog,adoptable,https://www.petfinder.com/dog/jenna-59305267/in/bristol/humane-society-of-elkhart-county-in48/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1959,59305265,Dog,Fido,Adult,Male,Woodbury,Australian Shepherd,Woodbury,55125,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305265/2/?bust=1672446534&width=600,MN,Dog,adoptable,https://www.petfinder.com/dog/fido-59305265/mn/woodbury/northwest-minnesota-aussie-rescue-mn411/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1960,59305263,Dog,Hondo,Adult,Male,Twinsburg,Akita,Twinsburg,44087,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305263/2/?bust=1673392142&width=600,OH,Dog,adoptable,https://www.petfinder.com/dog/hondo-59305263/oh/twinsburg/humane-society-of-summit-county-oh19/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1961,59305262,Dog,Hagrid,Adult,Male,Twinsburg,German Shepherd Dog,Twinsburg,44087,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305262/3/?bust=1673111918&width=600,OH,Dog,adoptable,https://www.petfinder.com/dog/hagrid-59305262/oh/twinsburg/humane-society-of-summit-county-oh19/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1962,59305257,Dog,Fido,Adult,Male,Ada,Australian Shepherd,Ada,56510,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305257/2/?bust=1672446511&width=600,MN,Dog,adoptable,https://www.petfinder.com/dog/fido-59305257/mn/ada/northwest-minnesota-aussie-rescue-mn411/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1963,59305247,Cat,Cece,Baby,Female,Wasilla,Domestic Long Hair,Wasilla,99654,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305247/1/?bust=1673163759&width=600,AK,Cat,adoptable,https://www.petfinder.com/cat/cece-59305247/ak/wasilla/ak-cat-ak70/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1964,59305239,Dog,Penny 1,Young,Female,Wasilla,German Shepherd Dog,Wasilla,99654,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305239/1/?bust=1673493412&width=600,AK,Dog,adoptable,https://www.petfinder.com/dog/penny-1-59305239/ak/wasilla/ak-cat-ak70/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1965,59305237,Cat,Fester,Young,Female,Wasilla,Domestic Medium Hair,Wasilla,99654,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305237/1/?bust=1673567781&width=600,AK,Cat,adoptable,https://www.petfinder.com/cat/fester-59305237/ak/wasilla/ak-cat-ak70/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1966,59305240,Cat,Hime,Baby,Female,Wasilla,Domestic Short Hair,Wasilla,99654,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305240/1/?bust=1673567783&width=600,AK,Cat,adoptable,https://www.petfinder.com/cat/hime-59305240/ak/wasilla/ak-cat-ak70/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1967,59305224,Dog,ANNA,Baby,Female,San Bernardino,Great Pyrenees,San Bernardino,92407,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305224/2/?bust=1672446419&width=600,CA,Dog,adoptable,https://www.petfinder.com/dog/anna-59305224/ca/san-bernardino/great-pyrenees-assoc-of-so-ca-rescue-inc-ca224/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1968,59305219,Cat,Velda,Young,Female,Mobile,Domestic Short Hair,Mobile,36693,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305219/6/?bust=1673159231&width=600,AL,Cat,adoptable,https://www.petfinder.com/cat/velda-59305219/al/mobile/purrfect-partners-of-mobile-al489/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1969,59305218,Cat,Bertha,Young,Female,Mobile,Domestic Short Hair,Mobile,36693,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305218/6/?bust=1673499484&width=600,AL,Cat,adoptable,https://www.petfinder.com/cat/bertha-59305218/al/mobile/purrfect-partners-of-mobile-al489/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1970,59305208,Cat,RANGER,Adult,Male,Naples,Domestic Short Hair,Naples,34104,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305208/1/?bust=1673062991&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/ranger-59305208/fl/naples/collier-county-domestic-animal-services-fl289/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1971,59305200,Cat,Easy Peasy,Young,Female,Westminster,Domestic Short Hair,Westminster,92683,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305200/3/?bust=1673163133&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/easy-peasy-59305200/ca/westminster/wags-pet-adoption-ca1902/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1972,59305147,Dog,JOLLY,Adult,Female,Warrenton,Pit Bull Terrier,Warrenton,27589,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305147/4/?bust=1673055467&width=600,NC,Dog,adoptable,https://www.petfinder.com/dog/jolly-59305147/nc/warrenton/animal-ark-warren-county-nc490/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1973,59305145,Cat,Agnes,Adult,Female,New Freedom,Domestic Short Hair,New Freedom,17349,,PA,Cat,adoptable,https://www.petfinder.com/cat/agnes-59305145/pa/new-freedom/animal-rescue-inc-md03/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1974,59305144,Cat,Malo,Baby,Male,Vacaville,Domestic Short Hair,Vacaville,95696,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305144/1/?bust=1673052300&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/malo-59305144/ca/vacaville/cat-tales-rescue-ca1586/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1975,59305143,Dog,Jinx/Jack,Adult,Male,Hopkinsville,Australian Cattle Dog / Blue Heeler,Hopkinsville,42240,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305143/3/?bust=1673057293&width=600,KY,Dog,adoptable,https://www.petfinder.com/dog/jinx-jack-59305143/ky/hopkinsville/christian-county-animal-shelter-ky63/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1976,59305142,Dog,Zeus,Adult,Male,Hopkinsville,Pit Bull Terrier,Hopkinsville,42240,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305142/2/?bust=1672963815&width=600,KY,Dog,adoptable,https://www.petfinder.com/dog/zeus-59305142/ky/hopkinsville/christian-county-animal-shelter-ky63/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1977,59305134,Dog,Parker,Young,Male,Heathsville,Pit Bull Terrier,Heathsville,22473,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305134/5/?bust=1672446096&width=600,VA,Dog,adoptable,https://www.petfinder.com/dog/parker-59305134/va/heathsville/northumberland-county-animal-shelter-va225/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1978,59305135,Dog,JoJo ,Baby,Female,Turkey,Labrador Retriever,Turkey,28393,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305135/3/?bust=1672446102&width=600,NC,Dog,adoptable,https://www.petfinder.com/dog/jojo-59305135/nc/turkey/freedom-unchained-inc-nc1079/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1979,59304957,Rabbit,Sammy,Adult,Female,Edina,Lionhead,Edina,55439,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59304957/3/?bust=1672446034&width=600,MN,Rabbit,adoptable,https://www.petfinder.com/rabbit/sammy-59304957/mn/edina/minnesota-companion-rabbit-society-mn94/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1980,59305042,Dog,Sadie,Baby,Female,Turkey,Labrador Retriever,Turkey,28393,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305042/1/?bust=1672445713&width=600,NC,Dog,adoptable,https://www.petfinder.com/dog/sadie-59305042/nc/turkey/freedom-unchained-inc-nc1079/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1981,59305110,Cat,Prince Chunk,Adult,Male,Madison,Domestic Short Hair,Madison,07940,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305110/1/?bust=1673056843&width=600,NJ,Cat,adoptable,https://www.petfinder.com/cat/prince-chunk-59305110/nj/madison/st-huberts-animal-welfare-center-madison-nj04/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1982,59305109,Cat,Chelsea,Young,Female,Willmar,Siamese,Willmar,56201,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305109/1/?bust=1673052004&width=600,MN,Cat,adoptable,https://www.petfinder.com/cat/chelsea-59305109/mn/willmar/hawk-creek-animal-shelter-mn54/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1983,59305108,Dog,Alice,Adult,Female,Woodbury,Australian Shepherd,Woodbury,55125,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305108/2/?bust=1672445982&width=600,MN,Dog,adoptable,https://www.petfinder.com/dog/alice-59305108/mn/woodbury/northwest-minnesota-aussie-rescue-mn411/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1984,59305106,Cat,Delilah,Baby,Female,Santa Rosa,Domestic Short Hair,Santa Rosa,95403,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305106/2/?bust=1673069883&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/delilah-59305106/ca/santa-rosa/forgotten-felines-of-sonoma-county-ca1276/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1985,59305105,Cat,Daisy,Baby,Female,Santa Rosa,Domestic Short Hair,Santa Rosa,95403,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305105/1/?bust=1673069882&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/daisy-59305105/ca/santa-rosa/forgotten-felines-of-sonoma-county-ca1276/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1986,59305104,Dog,JACKSON,Young,Male,Malvern,Labrador Retriever,Malvern,72104,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305104/1/?bust=1672445970&width=600,AR,Dog,adoptable,https://www.petfinder.com/dog/jackson-59305104/ar/malvern/stop-animal-cruelty-in-hot-spring-county-ar238/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1987,59305102,Dog,Alice,Adult,Female,Ada,Australian Shepherd,Ada,56510,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305102/2/?bust=1672445953&width=600,MN,Dog,adoptable,https://www.petfinder.com/dog/alice-59305102/mn/ada/northwest-minnesota-aussie-rescue-mn411/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1988,59305101,Dog,Olive,Adult,Female,Minneapolis,Terrier,Minneapolis,55407,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305101/6/?bust=1673038888&width=600,MN,Dog,adoptable,https://www.petfinder.com/dog/olive-59305101/mn/minneapolis/safe-hands-animal-rescue-mn206/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1989,59305092,Cat,Alpha,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305092/2/?bust=1673052537&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/alpha-59305092/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1990,59305091,Cat,Ten,Baby,Female,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305091/1/?bust=1673052529&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/ten-59305091/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1991,59305096,Cat,Flush,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305096/1/?bust=1673052529&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/flush-59305096/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1992,59305097,Cat,Sweeny,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305097/4/?bust=1673195645&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/sweeny-59305097/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1993,59305095,Cat,Jack Spade,Young,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305095/3/?bust=1673316424&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/jack-spade-59305095/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1994,59305094,Cat,Tigu,Young,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305094/4/?bust=1673459374&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/tigu-59305094/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1995,59305099,Cat,Swetlan,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305099/4/?bust=1673160709&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/swetlan-59305099/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1996,59305098,Cat,PayDay,Baby,Male,Milton,Domestic Medium Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305098/6/?bust=1673560933&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/payday-59305098/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1997,59305074,Cat,Tango,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305074/1/?bust=1673052527&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/tango-59305074/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1998,59305082,Cat,Lima,Young,Female,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305082/1/?bust=1673052535&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/lima-59305082/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
1999,59305081,Cat,Pinch,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305081/1/?bust=1673052532&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/pinch-59305081/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2000,59305079,Cat,New Year,Young,Male,Milton,Domestic Long Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305079/2/?bust=1673052530&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/new-year-59305079/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2001,59305077,Cat,Heart,Baby,Female,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305077/1/?bust=1673052528&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/heart-59305077/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2002,59305075,Cat,Swen,Baby,Male,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305075/4/?bust=1673160699&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/swen-59305075/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2003,59305080,Cat,Echo,Baby,Female,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305080/3/?bust=1673160677&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/echo-59305080/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2004,59305086,Cat,Gemma Arterton,Adult,Female,Milton,Domestic Short Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305086/6/?bust=1673467439&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/gemma-arterton-59305086/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2005,59305085,Cat,Snickers,Baby,Male,Milton,Domestic Medium Hair,Milton,32583,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305085/6/?bust=1673382071&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/snickers-59305085/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2006,59305072,Dog,Minato,Young,Male,Montgomery,Pit Bull Terrier,Montgomery,36110,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305072/2/?bust=1673365235&width=600,AL,Dog,adoptable,https://www.petfinder.com/dog/minato-59305072/al/montgomery/montgomery-humane-society-al01/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2007,59305069,Cat,Kiki,Young,Female,Hamburg,Domestic Short Hair,Hamburg,14075,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305069/1/?bust=1673051702&width=600,NY,Cat,adoptable,https://www.petfinder.com/cat/kiki-59305069/ny/hamburg/the-ten-lives-club-ny465/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2008,59305068,Cat,Rusty,Baby,Male,Oakland Park,Domestic Short Hair,Oakland Park,33334,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305068/4/?bust=1673202899&width=600,FL,Cat,adoptable,https://www.petfinder.com/cat/rusty-59305068/fl/oakland-park/love-for-cats-and-trapping-rescue-inc-fl1594/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2009,59305059,Dog,Waffles,Baby,Male,Lewis Center,Siberian Husky,Lewis Center,43035,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305059/3/?bust=1673069415&width=600,OH,Dog,adoptable,https://www.petfinder.com/dog/waffles-59305059/oh/lewis-center/rico-pet-recovery-oh1267/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2010,59305053,Cat,Gemma,Young,Female,San Diego,Domestic Short Hair,San Diego,92129,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305053/2/?bust=1673104973&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/gemma-59305053/ca/san-diego/smittens-ca3013/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2011,59305054,Cat,Rufus,Baby,Male,San Diego,Domestic Short Hair,San Diego,92129,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305054/3/?bust=1673072849&width=600,CA,Cat,adoptable,https://www.petfinder.com/cat/rufus-59305054/ca/san-diego/smittens-ca3013/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2012,59305048,Dog,Ifrit,Adult,Male,Fresno,German Shepherd Dog,Fresno,93706,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305048/2/?bust=1673057007&width=600,CA,Dog,adoptable,https://www.petfinder.com/dog/ifrit-59305048/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2013,59305041,Dog,Tatoe,Adult,Male,Gadsden,Mixed Breed,Gadsden,35904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305041/1/?bust=1673054450&width=600,AL,Dog,adoptable,https://www.petfinder.com/dog/tatoe-59305041/al/gadsden/humane-society-pet-rescue-and-adoption-center-al121/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2014,59305032,Dog,Lichee,Young,Male,Gadsden,Mixed Breed,Gadsden,35904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305032/1/?bust=1673054450&width=600,AL,Dog,adoptable,https://www.petfinder.com/dog/lichee-59305032/al/gadsden/humane-society-pet-rescue-and-adoption-center-al121/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2015,59305040,Dog,Coco,Adult,Female,Gadsden,Mixed Breed,Gadsden,35904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305040/1/?bust=1673054461&width=600,AL,Dog,adoptable,https://www.petfinder.com/dog/coco-59305040/al/gadsden/humane-society-pet-rescue-and-adoption-center-al121/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
2016,59305033,Dog,Lucky,Adult,Male,Gadsden,Mixed Breed,Gadsden,35904,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59305033/1/?bust=1673054458&width=600,AL,Dog,adoptable,https://www.petfinder.com/dog/lucky-59305033/al/gadsden/humane-society-pet-rescue-and-adoption-center-al121/?referrer_id=333371b4-8f13-45f9-b6de-b6e5e54095de
